Assay_Type_s	AssemblyName_s	BioSample_s	Consent_s	InsertSize_l	Library_Name_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	analyte_type_s	body_site_s	gap_consent_code_s	gap_sample_id_s	gap_subject_id_s	histological_type_s	is_tumor_s	molecular_data_type_s	sex_s	submitted_sample_id_s	submitted_subject_id_s	BioProject_s	BioSampleModel_s	Center_Name_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	gap_accession_s	source_s	study_design_s	study_name_s	submitter_handle_s
RNA-Seq	HG19_Broad_variant	SAMN00992478	GRU	0	Solexa-86327	23970	11678	SRR599510	SRS332990	GTEX-OHPN-0011-R10A-SM-2I5FL	RNA:Total RNA	Brain - Frontal Cortex (BA9)	1	736029	590933	Brain	No	RNA Expression (NGS)	female	GTEX-OHPN-0011-R10A-SM-2I5FL	GTEX-OHPN	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992960	GRU	181	Solexa-85428	7519	3930	SRR600348	SRS333472	GTEX-NPJ7-0011-R6a-SM-2I3G7	RNA:Total RNA	Brain - Nucleus accumbens (basal ganglia)	1	735925	590925	Brain	No	RNA Expression (NGS)	female	GTEX-NPJ7-0011-R6a-SM-2I3G7	GTEX-NPJ7	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992531	GRU	170	Solexa-85390	6480	3372	SRR600361	SRS333043	GTEX-N7MT-0011-R10A-SM-2I3E1	RNA:Total RNA	Brain - Frontal Cortex (BA9)	1	735835	590921	Brain	No	RNA Expression (NGS)	female	GTEX-N7MT-0011-R10A-SM-2I3E1	GTEX-N7MT	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992695	GRU	188	Solexa-86333	10419	6027	SRR600385	SRS333207	GTEX-PWO3-0011-R3A-SM-2I5EX	RNA:Total RNA	Brain - Anterior cingulate cortex (BA24)	1	736332	590959	Brain	No	RNA Expression (NGS)	female	GTEX-PWO3-0011-R3A-SM-2I5EX	GTEX-PWO3	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992732	GRU	194	Solexa-85439	14919	8409	SRR600417	SRS333244	GTEX-Q2AI-0526-SM-2I3EJ	RNA:Total RNA	Lung	1	736413	590964	Lung	No	RNA Expression (NGS)	male	GTEX-Q2AI-0526-SM-2I3EJ	GTEX-Q2AI	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992430	GRU	197	Solexa-85114	8298	4584	SRR600445	SRS332942	GTEX-Q2AG-0011-R4A-SM-2HMKA	RNA:Total RNA	Brain - Amygdala	1	736377	590962	Brain	No	RNA Expression (NGS)	female	GTEX-Q2AG-0011-R4A-SM-2HMKA	GTEX-Q2AG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992937	GRU	188	Solexa-85384	7124	3732	SRR600474	SRS333449	GTEX-PX3G-0326-SM-2I3EO	RNA:Total RNA	Heart - Left Ventricle	1	736358	590961	Heart	No	RNA Expression (NGS)	female	GTEX-PX3G-0326-SM-2I3EO	GTEX-PX3G	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992437	GRU	0	Solexa-86280	24824	13427	SRR600493	SRS332949	GTEX-PSDG-0226-SM-2I5FR	RNA:Total RNA	Skin - Sun Exposed (Lower leg)	1	736300	590955	Skin	No	RNA Expression (NGS)	male	GTEX-PSDG-0226-SM-2I5FR	GTEX-PSDG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992522	GRU	166	Solexa-85412	11149	6326	SRR600533	SRS333034	GTEX-NL3H-0011-R7a-SM-2I3G5	RNA:Total RNA	Brain - Putamen (basal ganglia)	1	735891	590923	Brain	No	RNA Expression (NGS)	male	GTEX-NL3H-0011-R7a-SM-2I3G5	GTEX-NL3H	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992795	GRU	176	Solexa-85071	7993	4406	SRR600560	SRS333307	GTEX-N7MS-0011-R6a-SM-2HMJ4	RNA:Total RNA	Brain - Nucleus accumbens (basal ganglia)	1	735821	590920	Brain	No	RNA Expression (NGS)	male	GTEX-N7MS-0011-R6a-SM-2HMJ4	GTEX-N7MS	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992710	GRU	203	Solexa-85118	7741	4350	SRR600584	SRS333222	GTEX-OHPL-0526-SM-2HMIX	RNA:Total RNA	Lung	1	736012	590931	Lung	No	RNA Expression (NGS)	female	GTEX-OHPL-0526-SM-2HMIX	GTEX-OHPL	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992575	GRU	175	Solexa-85445	8632	4496	SRR600608	SRS333087	GTEX-NL3H-0011-R3a-SM-2I3GL	RNA:Total RNA	Brain - Anterior cingulate cortex (BA24)	1	735883	590923	Brain	No	RNA Expression (NGS)	male	GTEX-NL3H-0011-R3a-SM-2I3GL	GTEX-NL3H	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992816	GRU	192	Solexa-85146	9014	4971	SRR600632	SRS333328	GTEX-P4PP-0526-SM-2HMKE	RNA:Total RNA	Lung	1	736210	590945	Lung	No	RNA Expression (NGS)	female	GTEX-P4PP-0526-SM-2HMKE	GTEX-P4PP	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992970	GRU	0	Solexa-86306	10320	5930	SRR600656	SRS333482	GTEX-QEG5-0426-SM-2I5GJ	RNA:Total RNA	Muscle - Skeletal	1	736462	590970	Muscle	No	RNA Expression (NGS)	male	GTEX-QEG5-0426-SM-2I5GJ	GTEX-QEG5	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992919	GRU	188	Solexa-86323	21817	12608	SRR600688	SRS333431	GTEX-O5YV-0006-SM-2I5GX	RNA:Total RNA	Whole Blood	1	735968	590927	Blood	No	RNA Expression (NGS)	female	GTEX-O5YV-0006-SM-2I5GX	GTEX-O5YV	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992738	GRU	173	Solexa-85125	15152	8739	SRR600724	SRS333250	GTEX-NPJ8-0011-R1a-SM-2HMLC	RNA:Total RNA	Brain - Hippocampus	1	735938	590926	Brain	No	RNA Expression (NGS)	male	GTEX-NPJ8-0011-R1a-SM-2HMLC	GTEX-NPJ8	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992496	GRU	168	Solexa-85382	6293	3312	SRR600754	SRS333008	GTEX-N7MT-0011-R11A-SM-2I3DZ	RNA:Total RNA	Brain - Cerebellar Hemisphere	1	735837	590921	Brain	No	RNA Expression (NGS)	female	GTEX-N7MT-0011-R11A-SM-2I3DZ	GTEX-N7MT	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992516	GRU	219	Solexa-74468	5406	2649	SRR600784	SRS333028	GTEX-N7MT-0126-SM-2D7VT	RNA:Total RNA	Lung	1	735856	590921	Lung	No	RNA Expression (NGS)	female	GTEX-N7MT-0126-SM-2D7VT	GTEX-N7MT	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00993054	GRU	181	Solexa-85401	14086	7808	SRR600786	SRS333566	GTEX-P44G-0226-SM-2I3F3	RNA:Total RNA	Skin - Sun Exposed (Lower leg)	1	736193	590944	Skin	No	RNA Expression (NGS)	male	GTEX-P44G-0226-SM-2I3F3	GTEX-P44G	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992979	GRU	173	Solexa-86314	15931	8581	SRR600829	SRS333491	GTEX-QEG4-0426-SM-2I5GK	RNA:Total RNA	Heart - Left Ventricle	1	736454	590969	Heart	No	RNA Expression (NGS)	male	GTEX-QEG4-0426-SM-2I5GK	GTEX-QEG4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992697	GRU	188	Solexa-85393	7098	3703	SRR600852	SRS333209	GTEX-OXRL-0326-SM-2I3F2	RNA:Total RNA	Heart - Left Ventricle	1	736132	590940	Heart	No	RNA Expression (NGS)	male	GTEX-OXRL-0326-SM-2I3F2	GTEX-OXRL	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00993070	GRU	174	Solexa-85152	7486	4112	SRR600876	SRS333582	GTEX-Q2AG-2826-SM-2HMJQ	RNA:Total RNA	Brain - Cerebellum	1	736395	590962	Brain	No	RNA Expression (NGS)	female	GTEX-Q2AG-2826-SM-2HMJQ	GTEX-Q2AG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992644	GRU	185	Solexa-85368	7298	3800	SRR600900	SRS333156	GTEX-PX3G-0526-SM-2I3EM	RNA:Total RNA	Lung	1	736360	590961	Lung	No	RNA Expression (NGS)	female	GTEX-PX3G-0526-SM-2I3EM	GTEX-PX3G	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992544	GRU	173	Solexa-85076	19602	10148	SRR600924	SRS333056	GTEX-OHPM-0326-SM-2HMKT	RNA:Total RNA	Heart - Left Ventricle	1	736021	590932	Heart	No	RNA Expression (NGS)	male	GTEX-OHPM-0326-SM-2HMKT	GTEX-OHPM	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992869	GRU	169	Solexa-85351	8095	4220	SRR600957	SRS333381	GTEX-NPJ7-0011-R11A-SM-2I3E8	RNA:Total RNA	Brain - Cerebellar Hemisphere	1	735916	590925	Brain	No	RNA Expression (NGS)	female	GTEX-NPJ7-0011-R11A-SM-2I3E8	GTEX-NPJ7	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00993025	GRU	208	Solexa-85070	8171	4480	SRR600981	SRS333537	GTEX-OHPL-1626-SM-2HMIR	RNA:Total RNA	Muscle - Skeletal	1	736014	590931	Muscle	No	RNA Expression (NGS)	female	GTEX-OHPL-1626-SM-2HMIR	GTEX-OHPL	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992967	GRU	182	Solexa-86341	9336	5541	SRR601006	SRS333479	GTEX-PWO3-0926-SM-2I5EY	RNA:Total RNA	Brain - Cortex	1	736340	590959	Brain	No	RNA Expression (NGS)	female	GTEX-PWO3-0926-SM-2I5EY	GTEX-PWO3	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992653	GRU	173	Solexa-85398	12057	6646	SRR601038	SRS333165	GTEX-PWCY-0005-SM-2I3E2	RNA:Total RNA	Whole Blood	1	736314	590957	Blood	No	RNA Expression (NGS)	female	GTEX-PWCY-0005-SM-2I3E2	GTEX-PWCY	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992424	GRU	173	Solexa-85117	27073	13780	SRR601068	SRS332936	GTEX-Q2AG-0126-SM-2HMLB	RNA:Total RNA	Skin - Sun Exposed (Lower leg)	1	736389	590962	Skin	No	RNA Expression (NGS)	female	GTEX-Q2AG-0126-SM-2HMLB	GTEX-Q2AG	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992879	GRU	164	Solexa-85427	7978	4142	SRR601098	SRS333391	GTEX-NPJ7-2826-SM-2I3FU	RNA:Total RNA	Brain - Cerebellum	1	735933	590925	Brain	No	RNA Expression (NGS)	female	GTEX-NPJ7-2826-SM-2I3FU	GTEX-NPJ7	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992502	GRU	168	Solexa-85357	9218	4878	SRR601122	SRS333014	GTEX-NL4W-0011-R6a-SM-2I3GA	RNA:Total RNA	Brain - Nucleus accumbens (basal ganglia)	1	735908	590924	Brain	No	RNA Expression (NGS)	male	GTEX-NL4W-0011-R6a-SM-2I3GA	GTEX-NL4W	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992784	GRU	180	Solexa-85418	6493	3555	SRR601157	SRS333296	GTEX-PWN1-2626-SM-2I3FH	RNA:Total RNA	Thyroid	1	736324	590958	Thyroid	No	RNA Expression (NGS)	female	GTEX-PWN1-2626-SM-2I3FH	GTEX-PWN1	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00993112	GRU	175	Solexa-86353	12314	7085	SRR601169	SRS333624	GTEX-PWO3-0011-R8A-SM-2I5GD	RNA:Total RNA	Brain - Hypothalamus	1	736338	590959	Brain	No	RNA Expression (NGS)	female	GTEX-PWO3-0011-R8A-SM-2I5GD	GTEX-PWO3	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992774	GRU	164	Solexa-86295	10286	5987	SRR601201	SRS333286	GTEX-OHPN-0011-R6A-SM-2I5FH	RNA:Total RNA	Brain - Nucleus accumbens (basal ganglia)	1	736043	590933	Brain	No	RNA Expression (NGS)	female	GTEX-OHPN-0011-R6A-SM-2I5FH	GTEX-OHPN	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992925	GRU	193	Solexa-85391	7051	3660	SRR601239	SRS333437	GTEX-Q2AH-0526-SM-2I3ED	RNA:Total RNA	Heart - Left Ventricle	1	736404	590963	Heart	No	RNA Expression (NGS)	male	GTEX-Q2AH-0526-SM-2I3ED	GTEX-Q2AH	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992976	GRU	199	Solexa-85409	6542	3528	SRR601263	SRS333488	GTEX-OOBJ-0006-SM-2I3F4	RNA:Total RNA	Whole Blood	1	736097	590937	Blood	No	RNA Expression (NGS)	male	GTEX-OOBJ-0006-SM-2I3F4	GTEX-OOBJ	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00993065	GRU	168	Solexa-85372	7863	4178	SRR601287	SRS333577	GTEX-N7MT-0011-R7a-SM-2I3FZ	RNA:Total RNA	Brain - Putamen (basal ganglia)	1	735852	590921	Brain	No	RNA Expression (NGS)	female	GTEX-N7MT-0011-R7a-SM-2I3FZ	GTEX-N7MT	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992578	GRU	181	Solexa-85375	6709	3513	SRR601311	SRS333090	GTEX-PWOO-0726-SM-2I3EB	RNA:Total RNA	Lung	1	736348	590960	Lung	No	RNA Expression (NGS)	female	GTEX-PWOO-0726-SM-2I3EB	GTEX-PWOO	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00993047	GRU	186	Solexa-85091	8398	4709	SRR601335	SRS333559	GTEX-P4PQ-0005-SM-2HMKJ	RNA:Total RNA	Whole Blood	1	736218	590946	Blood	No	RNA Expression (NGS)	male	GTEX-P4PQ-0005-SM-2HMKJ	GTEX-P4PQ	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992877	GRU	179	Solexa-85106	8564	4712	SRR601359	SRS333389	GTEX-OHPK-2626-SM-2HMK9	RNA:Total RNA	Thyroid	1	736005	590930	Thyroid	No	RNA Expression (NGS)	female	GTEX-OHPK-2626-SM-2HMK9	GTEX-OHPK	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992959	GRU	210	Solexa-85151	7790	4357	SRR601387	SRS333471	GTEX-OXRK-1826-SM-2HMJE	RNA:Total RNA	Muscle - Skeletal	1	736127	590939	Muscle	No	RNA Expression (NGS)	female	GTEX-OXRK-1826-SM-2HMJE	GTEX-OXRK	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992826	GRU	185	Solexa-86348	9697	5599	SRR601445	SRS333338	GTEX-OXRN-0526-SM-2I5EN	RNA:Total RNA	Lung	1	736150	590941	Lung	No	RNA Expression (NGS)	male	GTEX-OXRN-0526-SM-2I5EN	GTEX-OXRN	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992921	GRU	183	Solexa-85361	7164	3699	SRR601477	SRS333433	GTEX-P4QT-0526-SM-2I3EX	RNA:Total RNA	Lung	1	736253	590949	Lung	No	RNA Expression (NGS)	female	GTEX-P4QT-0526-SM-2I3EX	GTEX-P4QT	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992906	GRU	177	Solexa-85402	7746	4047	SRR601500	SRS333418	GTEX-P44G-0011-R10A-SM-2I3FF	RNA:Total RNA	Brain - Frontal Cortex (BA9)	1	736180	590944	Brain	No	RNA Expression (NGS)	male	GTEX-P44G-0011-R10A-SM-2I3FF	GTEX-P44G	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992806	GRU	186	Solexa-85415	13046	7887	SRR601525	SRS333318	GTEX-PX3G-2626-SM-2I3EG	RNA:Total RNA	Thyroid	1	736362	590961	Thyroid	No	RNA Expression (NGS)	female	GTEX-PX3G-2626-SM-2I3EG	GTEX-PX3G	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992587	GRU	183	Solexa-86366	9876	5673	SRR601549	SRS333099	GTEX-PLZ4-1226-SM-2I5FE	RNA:Total RNA	Thyroid	1	736274	590951	Thyroid	No	RNA Expression (NGS)	female	GTEX-PLZ4-1226-SM-2I5FE	GTEX-PLZ4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00993000	GRU	215	Solexa-86336	10363	6018	SRR601581	SRS333512	GTEX-QEG4-0006-SM-2I5FY	RNA:Total RNA	Whole Blood	1	736452	590969	Blood	No	RNA Expression (NGS)	male	GTEX-QEG4-0006-SM-2I5FY	GTEX-QEG4	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00993093	GRU	188	Solexa-86294	10212	5898	SRR601613	SRS333605	GTEX-P78B-0426-SM-2I5F5	RNA:Total RNA	Heart - Left Ventricle	1	736262	590950	Heart	No	RNA Expression (NGS)	female	GTEX-P78B-0426-SM-2I5F5	GTEX-P78B	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992500	GRU	190	Solexa-85103	8899	4916	SRR601645	SRS333012	GTEX-P4PQ-0326-SM-2HMJ8	RNA:Total RNA	Heart - Left Ventricle	1	736222	590946	Heart	No	RNA Expression (NGS)	male	GTEX-P4PQ-0326-SM-2HMJ8	GTEX-P4PQ	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992953	GRU	208	Solexa-74469	6038	2973	SRR601669	SRS333465	GTEX-NPJ8-1526-SM-2D7VU	RNA:Total RNA	Brain - Cortex	1	735959	590926	Brain	No	RNA Expression (NGS)	male	GTEX-NPJ8-1526-SM-2D7VU	GTEX-NPJ8	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992664	GRU	207	Solexa-85083	9693	5323	SRR601671	SRS333176	GTEX-OIZH-1626-SM-2HMKI	RNA:Total RNA	Muscle - Skeletal	1	736092	590936	Muscle	No	RNA Expression (NGS)	male	GTEX-OIZH-1626-SM-2HMKI	GTEX-OIZH	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00993075	GRU	227	Solexa-85126	13950	7811	SRR601695	SRS333587	GTEX-NPJ8-1626-SM-2HMIY	RNA:Total RNA	Muscle - Skeletal	1	735961	590926	Muscle	No	RNA Expression (NGS)	male	GTEX-NPJ8-1626-SM-2HMIY	GTEX-NPJ8	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992986	GRU	194	Solexa-86361	12219	7032	SRR601723	SRS333498	GTEX-O5YV-0526-SM-2I5GE	RNA:Total RNA	Lung	1	735972	590927	Lung	No	RNA Expression (NGS)	female	GTEX-O5YV-0526-SM-2I5GE	GTEX-O5YV	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
RNA-Seq	HG19_Broad_variant	SAMN00992547	GRU	172	Solexa-86350	10749	6265	SRR601755	SRS333059	GTEX-OHPN-0011-R3A-SM-2I5FC	RNA:Total RNA	Brain - Anterior cingulate cortex (BA24)	1	736037	590933	Brain	No	RNA Expression (NGS)	female	GTEX-OHPN-0011-R3A-SM-2I5FC	GTEX-OHPN	PRJNA75899	Generic	BI	ILLUMINA	SRP012682	<not provided>	<not provided>	phs000424	<not provided>	Cross-Sectional	Genotype-Tissue Expression (GTEx)	GTEx
